customer_id,treated,churned
RT-000345,0,0
RT-000346,1,0
RT-000347,0,1
RT-000348,0,0
RT-000349,0,0
RT-000350,1,0
RT-000351,0,1
RT-000352,0,0
RT-000353,1,0
RT-000354,0,0
RT-000355,1,0
RT-000356,0,0
RT-000357,0,0
RT-000358,0,0
RT-000359,0,0
RT-000360,0,0
RT-000361,0,0
RT-000362,0,0
RT-000363,0,0
RT-000364,0,0
RT-000365,1,0
RT-000366,1,0
RT-000367,0,0
RT-000368,0,0
RT-000369,0,0
RT-000370,1,0
RT-000371,1,0
RT-000372,1,0
RT-000373,0,0
RT-000374,0,0
RT-000375,0,0
RT-000376,1,0
RT-000377,0,0
RT-000378,0,0
RT-000379,1,0
RT-000380,1,0
RT-000381,0,0
RT-000382,0,0
RT-000383,1,0
RT-000384,0,0
RT-000385,1,0
RT-000386,1,0
RT-000387,1,0
RT-000388,0,0
RT-000389,0,0
RT-000390,1,0
RT-000391,1,0
RT-000392,0,0
RT-000393,0,0
RT-000394,0,0
RT-000395,0,0
RT-000396,0,0
RT-000397,1,0
RT-000398,0,0
RT-000399,0,0
RT-000400,0,0
RT-000401,0,0
RT-000402,1,0
RT-000403,1,1
RT-000404,0,0
RT-000405,0,0
RT-000406,0,0
RT-000407,0,0
RT-000408,0,0
RT-000409,0,0
RT-000410,0,0
RT-000411,0,0
RT-000412,0,0
RT-000413,0,0
RT-000414,0,0
RT-000415,0,0
RT-000416,1,0
RT-000417,1,0
RT-000418,0,0
RT-000419,1,0
RT-000420,1,0
RT-000421,0,0
RT-000422,1,0
RT-000423,0,0
RT-000424,0,0
RT-000425,1,0
RT-000426,0,0
RT-000427,0,0
RT-000428,0,0
RT-000429,0,0
RT-000430,0,0
RT-000431,0,0
RT-000432,0,0
RT-000433,0,0
RT-000434,1,1
RT-000435,1,0
RT-000436,0,0
RT-000437,1,0
RT-000438,0,0
RT-000439,1,0
RT-000440,1,0
RT-000441,0,0
RT-000442,0,1
RT-000443,0,0
RT-000444,1,0
RT-000445,0,0
RT-000446,0,0
RT-000447,0,0
RT-000448,1,0
RT-000449,0,0
RT-000450,1,0
RT-000451,0,0
RT-000452,1,0
RT-000453,0,0
RT-000454,0,0
RT-000455,0,1
RT-000456,0,0
RT-000457,1,0
RT-000458,0,0
RT-000459,0,0
RT-000460,0,0
RT-000461,0,0
RT-000462,0,0
RT-000463,0,0
RT-000464,0,0
RT-000465,0,0
RT-000466,1,0
RT-000467,0,0
RT-000468,0,0
RT-000469,1,0
RT-000470,0,0
RT-000471,1,0
RT-000472,0,1
RT-000473,0,0
RT-000474,0,0
RT-000475,0,0
RT-000476,0,0
RT-000477,0,0
RT-000478,0,0
RT-000479,1,0
RT-000480,0,0
RT-000481,0,0
RT-000482,0,0
RT-000483,0,0
RT-000484,0,0
RT-000485,1,0
RT-000486,0,0
RT-000487,0,0
RT-000488,0,0
RT-000489,0,0
RT-000490,0,0
RT-000491,0,0
RT-000492,0,0
RT-000493,0,0
RT-000494,1,0
RT-000495,0,0
RT-000496,0,0
RT-000497,0,0
RT-000498,0,0
RT-000499,0,0
RT-000500,0,0
RT-000501,1,0
RT-000502,0,0
RT-000503,1,0
RT-000504,0,0
RT-000505,0,0
RT-000506,0,0
RT-000507,0,0
RT-000508,0,0
RT-000509,0,0
RT-000510,0,0
RT-000511,1,0
RT-000512,0,0
RT-000513,0,1
RT-000514,1,0
RT-000515,0,0
RT-000516,0,0
RT-000517,0,0
RT-000518,1,0
RT-000519,1,0
RT-000520,0,0
RT-000521,0,0
RT-000522,0,0
RT-000523,0,0
RT-000524,0,0
RT-000525,0,0
RT-000526,0,0
RT-000527,0,1
RT-000528,1,0
RT-000529,1,1
RT-000530,0,0
RT-000531,0,0
RT-000532,0,0
RT-000533,0,0
RT-000534,1,0
RT-000535,0,0
RT-000536,0,0
RT-000537,0,0
RT-000538,0,0
RT-000539,0,0
RT-000540,0,0
RT-000541,0,0
RT-000542,0,0
RT-000543,0,0
RT-000544,0,0
RT-000545,0,0
RT-000546,1,0
RT-000547,0,1
RT-000548,0,0
RT-000549,0,0
RT-000550,1,0
RT-000551,1,0
RT-000552,0,0
RT-000553,0,0
RT-000554,1,0
RT-000555,1,0
RT-000556,1,0
RT-000557,0,0
RT-000558,0,0
RT-000559,1,0
RT-000560,0,0
RT-000561,1,0
RT-000562,0,0
RT-000563,0,0
RT-000564,0,0
RT-000565,0,0
RT-000566,0,0
RT-000567,0,0
RT-000568,0,0
RT-000569,0,0
RT-000570,1,0
RT-000571,0,1
RT-000572,0,0
RT-000573,0,0
RT-000574,0,0
RT-000575,1,0
RT-000576,0,0
RT-000577,1,0
RT-000578,0,0
RT-000579,0,0
RT-000580,0,0
RT-000581,1,0
RT-000582,0,0
RT-000583,0,0
RT-000584,1,0
RT-000585,0,0
RT-000586,0,0
RT-000587,0,0
RT-000588,0,0
RT-000589,0,0
RT-000590,0,0
RT-000591,0,1
RT-000592,1,0
RT-000593,1,0
RT-000594,0,0
RT-000595,0,0
RT-000596,0,0
RT-000597,1,0
RT-000598,1,0
RT-000599,1,0
RT-000600,0,1
RT-000601,1,0
RT-000602,0,0
RT-000603,0,0
RT-000604,0,0
RT-000605,0,0
RT-000606,1,0
RT-000607,0,0
RT-000608,0,0
RT-000609,0,0
RT-000610,0,0
RT-000611,1,0
RT-000612,0,0
RT-000613,1,0
RT-000614,0,0
RT-000615,1,0
RT-000616,0,0
RT-000617,0,0
RT-000618,0,0
RT-000619,0,0
RT-000620,0,0
RT-000621,0,0
RT-000622,0,0
RT-000623,0,1
RT-000624,0,0
RT-000625,0,1
RT-000626,0,0
RT-000627,0,0
RT-000628,0,0
RT-000629,0,0
RT-000630,0,1
RT-000631,0,0
RT-000632,0,0
RT-000633,1,0
RT-000634,1,0
RT-000635,1,0
RT-000636,1,0
RT-000637,0,0
RT-000638,1,0
RT-000639,1,0
RT-000640,0,0
RT-000641,0,0
RT-000642,0,0
RT-000643,0,0
RT-000644,0,0
RT-000645,0,0
RT-000646,0,0
RT-000647,0,0
RT-000648,0,1
RT-000649,0,0
RT-000650,0,0
RT-000651,1,0
RT-000652,0,0
RT-000653,0,0
RT-000654,1,0
RT-000655,1,0
RT-000656,0,0
RT-000657,0,0
RT-000658,0,0
RT-000659,0,0
RT-000660,0,0
RT-000661,0,0
RT-000662,0,1
RT-000663,0,0
RT-000664,1,0
RT-000665,1,0
RT-000666,0,0
RT-000667,0,0
RT-000668,0,0
RT-000669,0,0
RT-000670,1,0
RT-000671,0,0
RT-000672,0,0
RT-000673,0,0
RT-000674,1,0
RT-000675,1,0
RT-000676,0,0
RT-000677,0,0
RT-000678,1,1
RT-000679,0,0
RT-000680,0,0
RT-000681,0,0
RT-000682,0,0
RT-000683,0,0
RT-000684,0,0
RT-000685,1,0
RT-000686,1,0
RT-000687,1,0
RT-000688,0,0
RT-000689,0,0
RT-000690,1,1
RT-000691,0,0
RT-000692,0,0
RT-000693,1,0
RT-000694,0,0
RT-000695,0,0
RT-000696,1,0
RT-000697,0,0
RT-000698,0,1
RT-000699,0,0
RT-000700,0,0
RT-000701,1,0
RT-000702,0,0
RT-000703,0,0
RT-000704,1,0
RT-000705,1,0
RT-000706,1,0
RT-000707,0,0
RT-000708,0,0
RT-000709,0,0
RT-000710,0,0
RT-000711,0,0
RT-000712,0,0
RT-000713,0,0
RT-000714,0,0
RT-000715,0,0
RT-000716,0,0
RT-000717,0,0
RT-000718,0,0
RT-000719,1,0
RT-000720,0,0
RT-000721,0,0
RT-000722,1,0
RT-000723,0,0
RT-000724,0,0
RT-000725,0,0
RT-000726,1,0
RT-000727,1,0
RT-000728,0,0
RT-000729,0,0
RT-000730,0,0
RT-000731,0,0
RT-000732,1,0
RT-000733,1,0
RT-000734,0,0
RT-000735,0,0
RT-000736,0,0
RT-000737,1,1
RT-000738,0,0
RT-000739,0,0
RT-000740,0,0
RT-000741,0,0
RT-000742,0,0
RT-000743,1,0
RT-000744,0,0
RT-000745,0,0
RT-000746,1,0
RT-000747,0,0
RT-000748,1,0
RT-000749,1,0
RT-000750,1,0
RT-000751,0,1
RT-000752,0,0
RT-000753,1,0
RT-000754,0,0
RT-000755,0,0
RT-000756,0,0
RT-000757,0,0
RT-000758,0,0
RT-000759,0,0
RT-000760,0,0
RT-000761,0,0
RT-000762,1,0
RT-000763,1,0
RT-000764,1,0
RT-000765,0,0
RT-000766,1,0
RT-000767,1,0
RT-000768,0,0
RT-000769,0,0
RT-000770,1,0
RT-000771,1,0
RT-000772,0,0
RT-000773,1,0
RT-000774,0,0
RT-000775,0,0
RT-000776,0,0
RT-000777,1,0
RT-000778,0,0
RT-000779,1,0
RT-000780,0,0
RT-000781,0,0
RT-000782,0,0
RT-000783,1,0
RT-000784,1,0
RT-000785,0,0
RT-000786,0,0
RT-000787,1,0
RT-000788,0,0
RT-000789,0,1
RT-000790,1,0
RT-000791,0,0
RT-000792,0,1
RT-000793,0,0
RT-000794,0,0
RT-000795,1,1
RT-000796,1,0
RT-000797,0,0
RT-000798,1,0
RT-000799,0,0
RT-000800,0,0
RT-000801,0,0
RT-000802,0,0
RT-000803,0,0
RT-000804,0,1
RT-000805,0,0
RT-000806,0,0
RT-000807,0,0
RT-000808,0,0
RT-000809,0,1
RT-000810,0,0
RT-000811,1,0
RT-000812,0,0
RT-000813,0,0
RT-000814,0,1
RT-000815,0,0
RT-000816,0,0
RT-000817,0,0
RT-000818,0,0
RT-000819,0,0
RT-000820,0,0
RT-000821,1,0
RT-000822,0,0
RT-000823,1,0
RT-000824,1,0
RT-000825,0,0
RT-000826,0,0
RT-000827,0,0
RT-000828,1,0
RT-000829,0,0
RT-000830,0,0
RT-000831,0,1
RT-000832,0,0
RT-000833,0,0
RT-000834,0,0
RT-000835,0,0
RT-000836,0,0
RT-000837,0,0
RT-000838,0,0
RT-000839,1,0
RT-000840,1,0
RT-000841,0,0
RT-000842,0,0
RT-000843,0,0
RT-000844,1,0
RT-000845,0,0
RT-000846,0,0
RT-000847,0,0
RT-000848,1,0
RT-000849,1,0
RT-000850,1,0
RT-000851,1,0
RT-000852,0,0
RT-000853,1,1
RT-000854,0,0
RT-000855,1,0
RT-000856,0,1
RT-000857,1,0
RT-000858,0,0
RT-000859,0,0
RT-000860,0,0
RT-000861,1,0
RT-000862,0,0
RT-000863,0,0
RT-000864,0,0
RT-000865,0,0
RT-000866,1,0
RT-000867,1,0
RT-000868,0,1
RT-000869,0,0
RT-000870,0,0
RT-000871,0,1
RT-000872,0,0
RT-000873,0,0
RT-000874,1,0
RT-000875,0,1
RT-000876,0,0
RT-000877,0,0
RT-000878,0,0
RT-000879,0,0
RT-000880,0,0
RT-000881,1,0
RT-000882,1,0
RT-000883,0,0
RT-000884,0,1
RT-000885,1,0
RT-000886,1,0
RT-000887,0,0
RT-000888,0,0
RT-000889,0,0
RT-000890,0,0
RT-000891,1,0
RT-000892,0,0
RT-000893,1,0
RT-000894,0,0
RT-000895,0,0
RT-000896,0,0
RT-000897,0,0
RT-000898,0,0
RT-000899,1,0
RT-000900,0,0
RT-000901,0,0
RT-000902,0,0
RT-000903,1,0
RT-000904,0,0
RT-000905,0,0
RT-000906,0,0
RT-000907,0,0
RT-000908,0,0
RT-000909,0,0
RT-000910,0,0
RT-000911,0,0
RT-000912,0,0
RT-000913,0,0
RT-000914,0,1
RT-000915,1,0
RT-000916,0,0
RT-000917,0,0
RT-000918,0,0
RT-000919,1,0
RT-000920,1,0
RT-000921,0,0
RT-000922,0,0
RT-000923,0,0
RT-000924,1,0
RT-000925,0,0
RT-000926,0,0
RT-000927,1,0
RT-000928,0,0
RT-000929,0,0
RT-000930,1,0
RT-000931,0,0
RT-000932,0,0
RT-000933,0,0
RT-000934,0,1
RT-000935,0,0
RT-000936,0,0
RT-000937,1,0
RT-000938,0,0
RT-000939,0,0
RT-000940,0,0
RT-000941,0,0
RT-000942,0,1
RT-000943,1,0
RT-000944,0,0
RT-000945,1,0
RT-000946,1,0
RT-000947,0,0
RT-000948,0,0
RT-000949,1,0
RT-000950,0,0
RT-000951,1,0
RT-000952,0,0
RT-000953,1,0
RT-000954,0,0
RT-000955,0,0
RT-000956,0,0
RT-000957,0,0
RT-000958,0,0
RT-000959,0,0
RT-000960,1,0
RT-000961,1,0
RT-000962,0,0
RT-000963,0,0
RT-000964,0,0
RT-000965,0,0
RT-000966,0,0
RT-000967,1,0
RT-000968,0,0
RT-000969,0,1
RT-000970,0,1
RT-000971,0,0
RT-000972,0,1
RT-000973,0,0
RT-000974,1,0
RT-000975,0,0
RT-000976,0,0
RT-000977,0,0
RT-000978,1,0
RT-000979,0,0
RT-000980,1,0
RT-000981,0,0
RT-000982,1,0
RT-000983,1,0
RT-000984,0,0
RT-000985,1,0
RT-000986,0,0
RT-000987,0,1
RT-000988,0,0
RT-000989,0,0
RT-000990,1,0
RT-000991,0,0
RT-000992,0,0
RT-000993,0,0
RT-000994,0,1
RT-000995,0,0
RT-000996,1,0
RT-000997,0,0
RT-000998,1,0
RT-000999,0,0
RT-001000,0,0
RT-001001,0,0
RT-001002,0,0
RT-001003,1,0
RT-001004,1,0
RT-001005,0,0
RT-001006,1,0
RT-001007,0,1
RT-001008,1,0
RT-001009,0,0
RT-001010,0,0
RT-001011,0,0
RT-001012,0,0
RT-001013,0,0
RT-001014,0,0
RT-001015,1,0
RT-001016,1,0
RT-001017,0,0
RT-001018,0,1
RT-001019,1,0
RT-001020,0,0
RT-001021,0,1
RT-001022,0,0
RT-001023,0,0
RT-001024,0,0
RT-001025,0,0
RT-001026,1,0
RT-001027,0,1
RT-001028,1,0
RT-001029,0,0
RT-001030,1,0
RT-001031,1,0
RT-001032,0,0
RT-001033,0,0
RT-001034,1,0
RT-001035,0,0
RT-001036,0,0
RT-001037,0,0
RT-001038,1,0
RT-001039,0,0
RT-001040,1,0
RT-001041,1,0
RT-001042,0,0
RT-001043,1,0
RT-001044,0,0
RT-001045,0,0
RT-001046,1,0
RT-001047,0,0
RT-001048,0,0
RT-001049,1,0
RT-001050,1,1
RT-001051,1,0
RT-001052,1,0
RT-001053,1,0
RT-001054,0,0
RT-001055,1,0
RT-001056,1,0
RT-001057,0,0
RT-001058,0,0
RT-001059,0,0
RT-001060,1,0
RT-001061,1,0
RT-001062,1,0
RT-001063,0,0
RT-001064,0,0
RT-001065,0,0
RT-001066,0,0
RT-001067,0,0
RT-001068,0,0
RT-001069,0,0
RT-001070,0,0
RT-001071,0,0
RT-001072,0,0
RT-001073,0,0
RT-001074,0,0
RT-001075,0,0
RT-001076,0,1
RT-001077,0,0
RT-001078,0,0
RT-001079,1,0
RT-001080,1,0
RT-001081,1,0
RT-001082,0,0
RT-001083,1,0
RT-001084,0,0
RT-001085,0,1
RT-001086,0,0
RT-001087,1,0
RT-001088,0,0
RT-001089,0,0
RT-001090,1,0
RT-001091,1,0
RT-001092,1,0
RT-001093,1,0
RT-001094,0,0
RT-001095,0,0
RT-001096,1,0
RT-001097,0,0
RT-001098,0,0
RT-001099,1,0
RT-001100,0,0
RT-001101,0,0
RT-001102,0,0
RT-001103,1,0
RT-001104,1,0
RT-001105,0,0
RT-001106,1,0
RT-001107,0,0
RT-001108,1,0
RT-001109,0,0
RT-001110,0,0
RT-001111,0,0
RT-001112,0,0
RT-001113,0,0
RT-001114,1,1
RT-001115,1,0
RT-001116,0,0
RT-001117,0,0
RT-001118,0,0
RT-001119,1,0
RT-001120,0,0
RT-001121,0,0
RT-001122,0,0
RT-001123,0,0
RT-001124,1,0
RT-001125,1,0
RT-001126,0,0
RT-001127,0,0
RT-001128,1,0
RT-001129,0,1
RT-001130,0,0
RT-001131,0,1
RT-001132,1,0
RT-001133,0,0
RT-001134,0,0
RT-001135,0,0
RT-001136,0,0
RT-001137,0,1
RT-001138,1,0
RT-001139,1,0
RT-001140,0,0
RT-001141,0,0
RT-001142,0,0
RT-001143,0,0
RT-001144,1,0
RT-001145,0,0
RT-001146,0,0
RT-001147,1,0
RT-001148,1,0
RT-001149,0,0
RT-001150,0,0
RT-001151,0,0
RT-001152,0,0
RT-001153,0,0
RT-001154,0,0
RT-001155,0,0
RT-001156,0,0
RT-001157,1,0
RT-001158,0,0
RT-001159,1,0
RT-001160,0,0
RT-001161,0,0
RT-001162,0,0
RT-001163,1,0
RT-001164,1,0
RT-001165,0,0
RT-001166,1,0
RT-001167,0,0
RT-001168,0,0
RT-001169,0,0
RT-001170,0,0
RT-001171,1,0
RT-001172,0,0
RT-001173,1,0
RT-001174,0,0
RT-001175,0,1
RT-001176,1,0
RT-001177,1,0
RT-001178,1,0
RT-001179,0,0
RT-001180,0,0
RT-001181,0,0
RT-001182,0,0
RT-001183,0,0
RT-001184,0,0
RT-001185,0,0
RT-001186,0,0
RT-001187,0,0
RT-001188,0,0
RT-001189,0,0
RT-001190,0,0
RT-001191,1,0
RT-001192,0,1
RT-001193,1,0
RT-001194,0,0
RT-001195,0,1
RT-001196,0,0
RT-001197,1,0
RT-001198,1,0
RT-001199,0,0
RT-001200,0,0
RT-001201,0,0
RT-001202,1,0
RT-001203,0,0
RT-001204,0,0
RT-001205,1,0
RT-001206,0,0
RT-001207,1,0
RT-001208,0,0
RT-001209,0,0
RT-001210,0,0
RT-001211,0,0
RT-001212,0,0
RT-001213,0,0
RT-001214,1,0
RT-001215,0,0
RT-001216,0,0
RT-001217,0,0
RT-001218,1,1
RT-001219,0,1
RT-001220,1,0
RT-001221,1,0
RT-001222,0,0
RT-001223,0,1
RT-001224,0,1
RT-001225,0,0
RT-001226,1,0
RT-001227,0,0
RT-001228,0,1
RT-001229,0,0
RT-001230,0,0
RT-001231,0,0
RT-001232,0,0
RT-001233,0,0
RT-001234,1,0
RT-001235,0,0
RT-001236,0,1
RT-001237,1,0
RT-001238,1,0
RT-001239,0,0
RT-001240,0,0
RT-001241,1,0
RT-001242,0,0
RT-001243,0,0
RT-001244,1,0
RT-001245,0,0
RT-001246,1,0
RT-001247,1,0
RT-001248,0,0
RT-001249,1,0
RT-001250,0,0
RT-001251,0,0
RT-001252,0,0
RT-001253,1,0
RT-001254,0,0
RT-001255,0,0
RT-001256,0,0
RT-001257,0,0
RT-001258,1,0
RT-001259,0,0
RT-001260,1,0
RT-001261,0,0
RT-001262,0,0
RT-001263,0,0
RT-001264,0,0
RT-001265,1,0
RT-001266,0,0
RT-001267,0,0
RT-001268,1,0
RT-001269,0,0
RT-001270,0,0
RT-001271,0,0
RT-001272,1,0
RT-001273,1,0
RT-001274,1,0
RT-001275,1,0
RT-001276,0,0
RT-001277,1,0
RT-001278,0,0
RT-001279,0,1
RT-001280,0,0
RT-001281,0,0
RT-001282,0,0
RT-001283,0,0
RT-001284,1,0
RT-001285,1,0
RT-001286,0,0
RT-001287,1,0
RT-001288,0,0
RT-001289,1,1
RT-001290,0,0
RT-001291,0,0
RT-001292,1,1
RT-001293,0,0
RT-001294,1,0
RT-001295,0,0
RT-001296,0,0
RT-001297,0,0
RT-001298,0,0
RT-001299,0,0
RT-001300,0,0
RT-001301,1,0
RT-001302,0,0
RT-001303,1,0
RT-001304,0,0
RT-001305,0,1
RT-001306,0,1
RT-001307,1,0
RT-001308,1,0
RT-001309,0,1
RT-001310,1,0
RT-001311,0,0
RT-001312,1,0
RT-001313,0,0
RT-001314,0,0
RT-001315,1,0
RT-001316,0,0
RT-001317,0,0
RT-001318,0,0
RT-001319,0,0
RT-001320,1,0
RT-001321,1,0
RT-001322,0,0
RT-001323,1,0
RT-001324,0,0
RT-001325,0,0
RT-001326,1,0
RT-001327,0,0
RT-001328,1,0
RT-001329,0,0
RT-001330,1,0
RT-001331,0,0
RT-001332,0,0
RT-001333,1,0
RT-001334,0,0
RT-001335,1,0
RT-001336,0,0
RT-001337,0,0
RT-001338,0,0
RT-001339,0,1
RT-001340,0,0
RT-001341,1,0
RT-001342,1,0
RT-001343,0,0
RT-001344,0,0
RT-001345,0,0
RT-001346,0,0
RT-001347,1,0
RT-001348,0,0
RT-001349,1,0
RT-001350,0,0
RT-001351,1,0
RT-001352,0,0
RT-001353,0,0
RT-001354,0,0
RT-001355,0,0
RT-001356,0,0
RT-001357,1,0
RT-001358,1,0
RT-001359,0,1
RT-001360,1,0
RT-001361,0,0
RT-001362,1,0
RT-001363,1,0
RT-001364,0,0
RT-001365,0,0
RT-001366,1,0
RT-001367,1,0
RT-001368,1,0
RT-001369,0,0
RT-001370,0,0
RT-001371,1,0
RT-001372,0,0
RT-001373,0,0
RT-001374,1,0
RT-001375,0,0
RT-001376,1,0
RT-001377,0,0
RT-001378,0,0
RT-001379,1,0
RT-001380,0,0
RT-001381,0,0
RT-001382,0,0
RT-001383,0,0
RT-001384,0,0
RT-001385,0,0
RT-001386,1,0
RT-001387,1,0
RT-001388,1,0
RT-001389,1,0
RT-001390,1,0
RT-001391,0,0
RT-001392,0,0
RT-001393,1,0
RT-001394,0,0
RT-001395,0,0
RT-001396,1,0
RT-001397,0,0
