customer_id,churn_flag,churn_month,churn_reason
RT-000168,0,,unknown
RT-000169,0,,unknown
RT-000170,0,,unknown
RT-000171,0,,unknown
RT-000172,0,,unknown
RT-000173,0,,unknown
RT-000174,1,22.0,tech_migration
RT-000175,1,24.0,price
RT-000176,0,,unknown
RT-000177,0,,unknown
RT-000178,0,,unknown
RT-000179,0,,unknown
RT-000180,0,,unknown
RT-000181,0,,unknown
RT-000182,0,,unknown
RT-000183,0,,unknown
RT-000184,0,,unknown
RT-000185,0,,unknown
RT-000186,0,,unknown
RT-000187,0,,unknown
RT-000188,0,,unknown
RT-000189,0,,unknown
RT-000190,0,,unknown
RT-000191,1,19.0,tech_migration
RT-000192,0,,unknown
RT-000193,0,,unknown
RT-000194,0,,unknown
RT-000195,0,,unknown
RT-000196,0,,unknown
RT-000197,0,,unknown
RT-000198,0,,unknown
RT-000199,0,,unknown
RT-000200,0,,unknown
RT-000201,0,,unknown
RT-000202,0,,unknown
RT-000203,0,,unknown
RT-000204,0,,unknown
RT-000205,0,,unknown
RT-000206,0,,unknown
RT-000207,0,,unknown
RT-000208,0,,unknown
RT-000209,0,,unknown
RT-000210,0,,unknown
RT-000211,0,,unknown
RT-000212,0,,unknown
RT-000213,0,,unknown
RT-000214,0,,unknown
RT-000215,0,,unknown
RT-000216,0,,unknown
RT-000217,0,,unknown
RT-000218,0,,unknown
RT-000219,0,,unknown
RT-000220,0,,unknown
RT-000221,0,,unknown
RT-000222,0,,unknown
RT-000223,0,,unknown
RT-000224,0,,unknown
RT-000225,0,,unknown
RT-000226,1,23.0,tech_migration
RT-000227,0,,unknown
RT-000228,0,,unknown
RT-000229,0,,unknown
RT-000230,0,,unknown
RT-000231,0,,unknown
RT-000232,0,,unknown
RT-000233,0,,unknown
RT-000234,0,,unknown
RT-000235,0,,unknown
RT-000236,0,,unknown
RT-000237,0,,unknown
RT-000238,0,,unknown
RT-000239,0,,unknown
RT-000240,0,,unknown
RT-000241,1,24.0,quality
RT-000242,0,,unknown
RT-000243,0,,unknown
RT-000244,0,,unknown
RT-000245,0,,unknown
RT-000246,0,,unknown
RT-000247,0,,unknown
RT-000248,0,,unknown
RT-000249,1,22.0,unknown
RT-000250,1,21.0,unknown
RT-000251,1,20.0,tech_migration
RT-000252,1,24.0,quality
RT-000253,1,23.0,unknown
RT-000254,0,,unknown
RT-000255,1,24.0,unknown
RT-000256,0,,unknown
RT-000257,0,,unknown
RT-000258,0,,unknown
RT-000259,0,,unknown
RT-000260,0,,unknown
RT-000261,0,,unknown
RT-000262,0,,unknown
RT-000263,0,,unknown
RT-000264,0,,unknown
RT-000265,0,,unknown
RT-000266,0,,unknown
RT-000267,0,,unknown
RT-000268,0,,unknown
RT-000269,0,,unknown
RT-000270,0,,unknown
RT-000271,0,,unknown
RT-000272,0,,unknown
RT-000273,0,,unknown
RT-000274,0,,unknown
RT-000275,0,,unknown
RT-000276,0,,unknown
RT-000277,1,24.0,price
RT-000278,0,,unknown
RT-000279,0,,unknown
RT-000280,0,,unknown
RT-000281,0,,unknown
RT-000282,0,,unknown
RT-000283,1,21.0,quality
RT-000284,0,,unknown
RT-000285,0,,unknown
RT-000286,0,,unknown
RT-000287,0,,unknown
RT-000288,0,,unknown
RT-000289,0,,unknown
RT-000290,0,,unknown
RT-000291,0,,unknown
RT-000292,0,,unknown
RT-000293,0,,unknown
RT-000294,0,,unknown
RT-000295,0,,unknown
RT-000296,0,,unknown
RT-000297,0,,unknown
RT-000298,0,,unknown
RT-000299,0,,unknown
RT-000300,0,,unknown
RT-000301,0,,unknown
RT-000302,0,,unknown
RT-000303,0,,unknown
RT-000304,0,,unknown
RT-000305,0,,unknown
RT-000306,0,,unknown
RT-000307,0,,unknown
RT-000308,0,,unknown
RT-000309,0,,unknown
RT-000310,0,,unknown
RT-000311,0,,unknown
RT-000312,0,,unknown
RT-000313,0,,unknown
RT-000314,0,,unknown
RT-000315,0,,unknown
RT-000316,0,,unknown
RT-000317,0,,unknown
RT-000318,0,,unknown
RT-000319,0,,unknown
RT-000320,0,,unknown
RT-000321,0,,unknown
RT-000322,0,,unknown
RT-000323,0,,unknown
RT-000324,0,,unknown
RT-000325,0,,unknown
RT-000326,0,,unknown
RT-000327,0,,unknown
RT-000328,0,,unknown
RT-000329,0,,unknown
RT-000330,0,,unknown
RT-000331,0,,unknown
RT-000332,0,,unknown
RT-000333,0,,unknown
RT-000334,0,,unknown
RT-000335,0,,unknown
RT-000336,0,,unknown
RT-000337,1,20.0,unknown
RT-000338,0,,unknown
RT-000339,0,,unknown
RT-000340,1,20.0,tech_migration
RT-000341,0,,unknown
RT-000342,0,,unknown
RT-000343,0,,unknown
RT-000344,0,,unknown
RT-000345,0,,unknown
RT-000346,0,,unknown
RT-000347,0,,unknown
RT-000348,0,,unknown
RT-000349,0,,unknown
RT-000350,0,,unknown
RT-000351,0,,unknown
RT-000352,0,,unknown
RT-000353,0,,unknown
RT-000354,0,,unknown
RT-000355,0,,unknown
RT-000356,0,,unknown
RT-000357,0,,unknown
RT-000358,0,,unknown
RT-000359,0,,unknown
RT-000360,0,,unknown
RT-000361,0,,unknown
RT-000362,0,,unknown
RT-000363,0,,unknown
RT-000364,0,,unknown
RT-000365,0,,unknown
RT-000366,0,,unknown
RT-000367,0,,unknown
RT-000368,0,,unknown
RT-000369,0,,unknown
RT-000370,0,,unknown
RT-000371,1,24.0,unknown
RT-000372,0,,unknown
RT-000373,0,,unknown
RT-000374,0,,unknown
RT-000375,0,,unknown
RT-000376,0,,unknown
RT-000377,0,,unknown
RT-000378,0,,unknown
RT-000379,0,,unknown
RT-000380,0,,unknown
RT-000381,0,,unknown
RT-000382,0,,unknown
RT-000383,0,,unknown
RT-000384,0,,unknown
RT-000385,0,,unknown
RT-000386,0,,unknown
RT-000387,0,,unknown
RT-000388,0,,unknown
RT-000389,0,,unknown
RT-000390,0,,unknown
RT-000391,0,,unknown
RT-000392,0,,unknown
RT-000393,0,,unknown
RT-000394,0,,unknown
RT-000395,0,,unknown
RT-000396,0,,unknown
RT-000397,0,,unknown
RT-000398,0,,unknown
RT-000399,1,24.0,unknown
RT-000400,0,,unknown
RT-000401,1,19.0,competitor
RT-000402,0,,unknown
RT-000403,0,,unknown
RT-000404,0,,unknown
RT-000405,0,,unknown
RT-000406,0,,unknown
RT-000407,0,,unknown
RT-000408,0,,unknown
RT-000409,0,,unknown
RT-000410,1,23.0,tech_migration
RT-000411,0,,unknown
RT-000412,0,,unknown
RT-000413,0,,unknown
RT-000414,0,,unknown
RT-000415,0,,unknown
RT-000416,0,,unknown
RT-000417,0,,unknown
RT-000418,0,,unknown
RT-000419,0,,unknown
RT-000420,0,,unknown
RT-000421,0,,unknown
RT-000422,0,,unknown
RT-000423,0,,unknown
RT-000424,0,,unknown
RT-000425,0,,unknown
RT-000426,0,,unknown
RT-000427,0,,unknown
RT-000428,0,,unknown
RT-000429,0,,unknown
RT-000430,0,,unknown
RT-000431,0,,unknown
RT-000432,0,,unknown
RT-000433,0,,unknown
RT-000434,1,22.0,quality
RT-000435,0,,unknown
RT-000436,0,,unknown
RT-000437,0,,unknown
RT-000438,0,,unknown
RT-000439,0,,unknown
RT-000440,0,,unknown
RT-000441,0,,unknown
RT-000442,0,,unknown
RT-000443,0,,unknown
RT-000444,0,,unknown
RT-000445,0,,unknown
RT-000446,0,,unknown
RT-000447,0,,unknown
RT-000448,0,,unknown
RT-000449,0,,unknown
RT-000450,0,,unknown
RT-000451,0,,unknown
RT-000452,0,,unknown
RT-000453,0,,unknown
RT-000454,0,,unknown
RT-000455,0,,unknown
RT-000456,0,,unknown
RT-000457,0,,unknown
RT-000458,0,,unknown
RT-000459,0,,unknown
RT-000460,0,,unknown
RT-000461,0,,unknown
RT-000462,0,,unknown
RT-000463,1,21.0,tech_migration
RT-000464,0,,unknown
RT-000465,0,,unknown
RT-000466,0,,unknown
RT-000467,0,,unknown
RT-000468,0,,unknown
RT-000469,0,,unknown
RT-000470,0,,unknown
RT-000471,0,,unknown
RT-000472,0,,unknown
RT-000473,0,,unknown
RT-000474,0,,unknown
RT-000475,0,,unknown
RT-000476,0,,unknown
RT-000477,0,,unknown
RT-000478,0,,unknown
RT-000479,0,,unknown
RT-000480,0,,unknown
RT-000481,0,,unknown
RT-000482,0,,unknown
RT-000483,0,,unknown
RT-000484,0,,unknown
RT-000485,0,,unknown
RT-000486,0,,unknown
RT-000487,0,,unknown
RT-000488,0,,unknown
RT-000489,0,,unknown
RT-000490,1,22.0,tech_migration
RT-000491,0,,unknown
RT-000492,0,,unknown
RT-000493,0,,unknown
RT-000494,0,,unknown
RT-000495,0,,unknown
RT-000496,0,,unknown
RT-000497,1,21.0,quality
RT-000498,0,,unknown
RT-000499,0,,unknown
RT-000500,0,,unknown
RT-000501,0,,unknown
RT-000502,0,,unknown
RT-000503,1,24.0,tech_migration
RT-000504,0,,unknown
RT-000505,0,,unknown
RT-000506,0,,unknown
RT-000507,0,,unknown
RT-000508,0,,unknown
RT-000509,0,,unknown
RT-000510,0,,unknown
RT-000511,0,,unknown
RT-000512,0,,unknown
RT-000513,0,,unknown
RT-000514,0,,unknown
RT-000515,0,,unknown
RT-000516,0,,unknown
RT-000517,0,,unknown
RT-000518,0,,unknown
RT-000519,0,,unknown
RT-000520,0,,unknown
RT-000521,0,,unknown
RT-000522,0,,unknown
RT-000523,0,,unknown
RT-000524,0,,unknown
RT-000525,0,,unknown
RT-000526,0,,unknown
RT-000527,0,,unknown
RT-000528,0,,unknown
RT-000529,0,,unknown
RT-000530,0,,unknown
RT-000531,0,,unknown
RT-000532,0,,unknown
RT-000533,0,,unknown
RT-000534,0,,unknown
RT-000535,0,,unknown
RT-000536,0,,unknown
RT-000537,0,,unknown
RT-000538,0,,unknown
RT-000539,0,,unknown
RT-000540,0,,unknown
RT-000541,0,,unknown
RT-000542,0,,unknown
RT-000543,0,,unknown
RT-000544,0,,unknown
RT-000545,0,,unknown
RT-000546,0,,unknown
RT-000547,0,,unknown
RT-000548,0,,unknown
RT-000549,0,,unknown
RT-000550,1,21.0,quality
RT-000551,0,,unknown
RT-000552,1,22.0,price
RT-000553,0,,unknown
RT-000554,0,,unknown
RT-000555,1,24.0,price
RT-000556,0,,unknown
RT-000557,0,,unknown
RT-000558,0,,unknown
RT-000559,0,,unknown
RT-000560,0,,unknown
RT-000561,0,,unknown
RT-000562,1,24.0,unknown
RT-000563,0,,unknown
RT-000564,0,,unknown
RT-000565,0,,unknown
RT-000566,1,21.0,tech_migration
RT-000567,0,,unknown
RT-000568,0,,unknown
RT-000569,0,,unknown
RT-000570,0,,unknown
RT-000571,0,,unknown
RT-000572,0,,unknown
RT-000573,0,,unknown
RT-000574,0,,unknown
RT-000575,0,,unknown
RT-000576,0,,unknown
RT-000577,0,,unknown
RT-000578,0,,unknown
RT-000579,0,,unknown
RT-000580,0,,unknown
RT-000581,0,,unknown
RT-000582,0,,unknown
RT-000583,0,,unknown
RT-000584,0,,unknown
RT-000585,0,,unknown
RT-000586,0,,unknown
RT-000587,0,,unknown
RT-000588,0,,unknown
RT-000589,0,,unknown
RT-000590,0,,unknown
RT-000591,0,,unknown
RT-000592,0,,unknown
RT-000593,0,,unknown
RT-000594,0,,unknown
RT-000595,0,,unknown
RT-000596,0,,unknown
RT-000597,0,,unknown
RT-000598,0,,unknown
RT-000599,0,,unknown
RT-000600,0,,unknown
RT-000601,0,,unknown
RT-000602,1,24.0,competitor
RT-000603,0,,unknown
RT-000604,0,,unknown
RT-000605,0,,unknown
RT-000606,0,,unknown
RT-000607,0,,unknown
RT-000608,1,22.0,competitor
RT-000609,0,,unknown
RT-000610,0,,unknown
RT-000611,0,,unknown
RT-000612,1,24.0,tech_migration
RT-000613,0,,unknown
RT-000614,0,,unknown
RT-000615,0,,unknown
RT-000616,0,,unknown
RT-000617,0,,unknown
RT-000618,0,,unknown
RT-000619,0,,unknown
RT-000620,0,,unknown
RT-000621,0,,unknown
RT-000622,0,,unknown
RT-000623,0,,unknown
RT-000624,0,,unknown
RT-000625,0,,unknown
RT-000626,0,,unknown
RT-000627,0,,unknown
RT-000628,0,,unknown
RT-000629,0,,unknown
RT-000630,0,,unknown
RT-000631,1,23.0,tech_migration
RT-000632,1,22.0,unknown
RT-000633,1,20.0,competitor
RT-000634,0,,unknown
RT-000635,0,,unknown
RT-000636,0,,unknown
RT-000637,0,,unknown
RT-000638,0,,unknown
RT-000639,0,,unknown
RT-000640,0,,unknown
RT-000641,0,,unknown
RT-000642,0,,unknown
RT-000643,0,,unknown
RT-000644,1,22.0,unknown
RT-000645,0,,unknown
RT-000646,0,,unknown
RT-000647,0,,unknown
RT-000648,1,19.0,unknown
RT-000649,0,,unknown
RT-000650,0,,unknown
RT-000651,1,24.0,competitor
RT-000652,0,,unknown
RT-000653,0,,unknown
RT-000654,0,,unknown
RT-000655,0,,unknown
RT-000656,0,,unknown
RT-000657,0,,unknown
RT-000658,0,,unknown
RT-000659,0,,unknown
RT-000660,0,,unknown
RT-000661,0,,unknown
RT-000662,0,,unknown
RT-000663,0,,unknown
RT-000664,0,,unknown
RT-000665,0,,unknown
RT-000666,0,,unknown
RT-000667,0,,unknown
RT-000668,0,,unknown
RT-000669,0,,unknown
RT-000670,1,24.0,unknown
RT-000671,0,,unknown
RT-000672,0,,unknown
RT-000673,1,23.0,tech_migration
RT-000674,0,,unknown
RT-000675,0,,unknown
RT-000676,0,,unknown
RT-000677,0,,unknown
RT-000678,0,,unknown
RT-000679,0,,unknown
RT-000680,0,,unknown
RT-000681,0,,unknown
RT-000682,0,,unknown
RT-000683,0,,unknown
RT-000684,0,,unknown
RT-000685,1,22.0,price
RT-000686,0,,unknown
RT-000687,0,,unknown
RT-000688,0,,unknown
RT-000689,0,,unknown
RT-000690,0,,unknown
RT-000691,0,,unknown
RT-000692,0,,unknown
RT-000693,0,,unknown
RT-000694,0,,unknown
RT-000695,0,,unknown
RT-000696,0,,unknown
RT-000697,0,,unknown
RT-000698,0,,unknown
RT-000699,0,,unknown
RT-000700,0,,unknown
RT-000701,0,,unknown
RT-000702,0,,unknown
RT-000703,0,,unknown
RT-000704,0,,unknown
RT-000705,0,,unknown
RT-000706,1,19.0,unknown
RT-000707,0,,unknown
RT-000708,0,,unknown
RT-000709,0,,unknown
RT-000710,0,,unknown
RT-000711,1,24.0,tech_migration
RT-000712,0,,unknown
RT-000713,0,,unknown
RT-000714,0,,unknown
RT-000715,0,,unknown
RT-000716,0,,unknown
RT-000717,1,21.0,unknown
RT-000718,0,,unknown
RT-000719,0,,unknown
RT-000720,0,,unknown
RT-000721,0,,unknown
RT-000722,0,,unknown
RT-000723,0,,unknown
RT-000724,0,,unknown
RT-000725,0,,unknown
RT-000726,0,,unknown
RT-000727,0,,unknown
RT-000728,0,,unknown
RT-000729,0,,unknown
RT-000730,0,,unknown
RT-000731,0,,unknown
RT-000732,0,,unknown
RT-000733,0,,unknown
RT-000734,0,,unknown
RT-000735,0,,unknown
RT-000736,0,,unknown
RT-000737,0,,unknown
RT-000738,0,,unknown
RT-000739,0,,unknown
RT-000740,0,,unknown
RT-000741,0,,unknown
RT-000742,0,,unknown
RT-000743,0,,unknown
RT-000744,0,,unknown
RT-000745,0,,unknown
RT-000746,0,,unknown
RT-000747,0,,unknown
RT-000748,0,,unknown
RT-000749,0,,unknown
RT-000750,0,,unknown
RT-000751,0,,unknown
RT-000752,0,,unknown
RT-000753,0,,unknown
RT-000754,0,,unknown
RT-000755,0,,unknown
RT-000756,0,,unknown
RT-000757,0,,unknown
RT-000758,0,,unknown
RT-000759,0,,unknown
RT-000760,0,,unknown
RT-000761,0,,unknown
RT-000762,0,,unknown
RT-000763,1,24.0,unknown
RT-000764,0,,unknown
RT-000765,0,,unknown
RT-000766,0,,unknown
RT-000767,0,,unknown
RT-000768,0,,unknown
RT-000769,0,,unknown
RT-000770,0,,unknown
RT-000771,0,,unknown
RT-000772,0,,unknown
RT-000773,0,,unknown
RT-000774,0,,unknown
RT-000775,0,,unknown
RT-000776,0,,unknown
RT-000777,0,,unknown
RT-000778,0,,unknown
RT-000779,0,,unknown
RT-000780,0,,unknown
RT-000781,0,,unknown
RT-000782,0,,unknown
RT-000783,0,,unknown
RT-000784,1,21.0,tech_migration
RT-000785,0,,unknown
RT-000786,0,,unknown
RT-000787,0,,unknown
RT-000788,0,,unknown
RT-000789,0,,unknown
RT-000790,0,,unknown
RT-000791,0,,unknown
RT-000792,0,,unknown
RT-000793,0,,unknown
RT-000794,0,,unknown
RT-000795,1,21.0,quality
RT-000796,0,,unknown
RT-000797,0,,unknown
RT-000798,0,,unknown
RT-000799,0,,unknown
RT-000800,0,,unknown
RT-000801,0,,unknown
RT-000802,0,,unknown
RT-000803,0,,unknown
RT-000804,0,,unknown
RT-000805,0,,unknown
RT-000806,0,,unknown
RT-000807,1,22.0,unknown
RT-000808,0,,unknown
RT-000809,1,24.0,competitor
RT-000810,0,,unknown
RT-000811,0,,unknown
RT-000812,0,,unknown
RT-000813,0,,unknown
RT-000814,0,,unknown
RT-000815,0,,unknown
RT-000816,0,,unknown
RT-000817,0,,unknown
RT-000818,0,,unknown
RT-000819,0,,unknown
RT-000820,0,,unknown
RT-000821,0,,unknown
RT-000822,0,,unknown
RT-000823,0,,unknown
RT-000824,0,,unknown
RT-000825,1,24.0,price
RT-000826,0,,unknown
RT-000827,0,,unknown
RT-000828,0,,unknown
RT-000829,1,23.0,competitor
RT-000830,0,,unknown
RT-000831,0,,unknown
RT-000832,0,,unknown
RT-000833,0,,unknown
RT-000834,0,,unknown
RT-000835,0,,unknown
RT-000836,0,,unknown
RT-000837,0,,unknown
RT-000838,0,,unknown
RT-000839,0,,unknown
RT-000840,0,,unknown
RT-000841,0,,unknown
RT-000842,0,,unknown
RT-000843,0,,unknown
RT-000844,0,,unknown
RT-000845,0,,unknown
RT-000846,0,,unknown
RT-000847,0,,unknown
RT-000848,0,,unknown
RT-000849,0,,unknown
RT-000850,0,,unknown
RT-000851,1,24.0,unknown
RT-000852,0,,unknown
RT-000853,1,22.0,competitor
RT-000854,0,,unknown
RT-000855,0,,unknown
RT-000856,0,,unknown
RT-000857,0,,unknown
RT-000858,0,,unknown
RT-000859,0,,unknown
RT-000860,0,,unknown
RT-000861,0,,unknown
RT-000862,0,,unknown
RT-000863,0,,unknown
RT-000864,0,,unknown
RT-000865,0,,unknown
RT-000866,1,21.0,competitor
RT-000867,0,,unknown
RT-000868,0,,unknown
RT-000869,0,,unknown
RT-000870,0,,unknown
RT-000871,0,,unknown
RT-000872,0,,unknown
RT-000873,0,,unknown
RT-000874,0,,unknown
RT-000875,0,,unknown
RT-000876,0,,unknown
RT-000877,0,,unknown
RT-000878,0,,unknown
RT-000879,0,,unknown
RT-000880,0,,unknown
RT-000881,0,,unknown
RT-000882,0,,unknown
RT-000883,0,,unknown
RT-000884,0,,unknown
RT-000885,0,,unknown
RT-000886,0,,unknown
RT-000887,0,,unknown
RT-000888,0,,unknown
RT-000889,0,,unknown
RT-000890,0,,unknown
RT-000891,0,,unknown
RT-000892,0,,unknown
RT-000893,0,,unknown
RT-000894,0,,unknown
RT-000895,0,,unknown
RT-000896,0,,unknown
RT-000897,0,,unknown
RT-000898,0,,unknown
RT-000899,0,,unknown
RT-000900,0,,unknown
RT-000901,0,,unknown
RT-000902,0,,unknown
RT-000903,0,,unknown
RT-000904,0,,unknown
RT-000905,0,,unknown
RT-000906,0,,unknown
RT-000907,0,,unknown
RT-000908,0,,unknown
RT-000909,0,,unknown
RT-000910,0,,unknown
RT-000911,0,,unknown
RT-000912,0,,unknown
RT-000913,0,,unknown
RT-000914,0,,unknown
RT-000915,0,,unknown
RT-000916,0,,unknown
RT-000917,0,,unknown
RT-000918,0,,unknown
RT-000919,0,,unknown
RT-000920,0,,unknown
RT-000921,0,,unknown
RT-000922,0,,unknown
RT-000923,0,,unknown
RT-000924,0,,unknown
RT-000925,0,,unknown
RT-000926,0,,unknown
RT-000927,0,,unknown
RT-000928,0,,unknown
RT-000929,0,,unknown
RT-000930,1,19.0,price
RT-000931,0,,unknown
RT-000932,0,,unknown
RT-000933,0,,unknown
RT-000934,0,,unknown
RT-000935,0,,unknown
RT-000936,0,,unknown
RT-000937,0,,unknown
RT-000938,0,,unknown
RT-000939,0,,unknown
RT-000940,0,,unknown
RT-000941,0,,unknown
RT-000942,0,,unknown
RT-000943,0,,unknown
RT-000944,0,,unknown
RT-000945,0,,unknown
RT-000946,0,,unknown
RT-000947,0,,unknown
RT-000948,0,,unknown
RT-000949,0,,unknown
RT-000950,0,,unknown
RT-000951,0,,unknown
RT-000952,0,,unknown
RT-000953,0,,unknown
RT-000954,0,,unknown
RT-000955,0,,unknown
RT-000956,0,,unknown
RT-000957,0,,unknown
RT-000958,0,,unknown
RT-000959,0,,unknown
RT-000960,0,,unknown
RT-000961,0,,unknown
RT-000962,0,,unknown
RT-000963,0,,unknown
RT-000964,0,,unknown
RT-000965,0,,unknown
RT-000966,0,,unknown
RT-000967,0,,unknown
RT-000968,0,,unknown
RT-000969,0,,unknown
RT-000970,0,,unknown
RT-000971,0,,unknown
RT-000972,1,24.0,competitor
RT-000973,0,,unknown
RT-000974,0,,unknown
RT-000975,0,,unknown
RT-000976,0,,unknown
RT-000977,0,,unknown
RT-000978,0,,unknown
RT-000979,0,,unknown
RT-000980,1,23.0,unknown
RT-000981,0,,unknown
RT-000982,1,24.0,competitor
RT-000983,0,,unknown
RT-000984,0,,unknown
RT-000985,0,,unknown
RT-000986,0,,unknown
RT-000987,0,,unknown
RT-000988,0,,unknown
RT-000989,0,,unknown
RT-000990,0,,unknown
RT-000991,0,,unknown
RT-000992,0,,unknown
RT-000993,0,,unknown
RT-000994,0,,unknown
RT-000995,0,,unknown
RT-000996,0,,unknown
RT-000997,0,,unknown
RT-000998,0,,unknown
RT-000999,0,,unknown
RT-001000,0,,unknown
RT-001001,0,,unknown
RT-001002,0,,unknown
RT-001003,0,,unknown
RT-001004,0,,unknown
RT-001005,0,,unknown
RT-001006,0,,unknown
RT-001007,0,,unknown
RT-001008,0,,unknown
RT-001009,0,,unknown
RT-001010,0,,unknown
RT-001011,0,,unknown
RT-001012,0,,unknown
RT-001013,0,,unknown
RT-001014,0,,unknown
RT-001015,0,,unknown
RT-001016,0,,unknown
RT-001017,0,,unknown
RT-001018,0,,unknown
RT-001019,0,,unknown
RT-001020,0,,unknown
RT-001021,1,20.0,competitor
RT-001022,0,,unknown
RT-001023,0,,unknown
RT-001024,0,,unknown
RT-001025,0,,unknown
RT-001026,0,,unknown
RT-001027,0,,unknown
RT-001028,0,,unknown
RT-001029,1,23.0,unknown
RT-001030,0,,unknown
RT-001031,1,24.0,price
RT-001032,0,,unknown
RT-001033,0,,unknown
RT-001034,0,,unknown
RT-001035,0,,unknown
RT-001036,0,,unknown
RT-001037,0,,unknown
RT-001038,0,,unknown
RT-001039,0,,unknown
RT-001040,0,,unknown
RT-001041,0,,unknown
RT-001042,0,,unknown
RT-001043,0,,unknown
RT-001044,0,,unknown
RT-001045,0,,unknown
RT-001046,0,,unknown
RT-001047,0,,unknown
RT-001048,0,,unknown
RT-001049,0,,unknown
RT-001050,0,,unknown
RT-001051,1,24.0,tech_migration
RT-001052,0,,unknown
RT-001053,0,,unknown
RT-001054,0,,unknown
